ADR_USD,hotel_id,city_id,star_rating,accommadation_type_name,chain_hotel,booking_date,checkin_date,checkout_date,Between_Booking_Checkin,Stay_Duration,Booking_Date,Duration_Group
126.78,2240838,9395,3.5,Hotel,1,2016-08-12,2016-10-01,2016-10-04,50,3,Friday,3
114.8,587866,9395,4.0,Serviced Apartment,1,2016-08-13,2016-10-06,2016-10-09,54,3,Saturday,3
41.7,197996,9395,3.5,Hotel,1,2016-08-14,2016-10-04,2016-10-05,51,1,Sunday,3
89.86,298322,9395,3.0,Hotel,1,2016-08-14,2016-10-05,2016-10-06,52,1,Sunday,3
96.98,180166,9395,4.0,Hotel,0,2016-08-14,2016-10-05,2016-10-06,52,1,Sunday,3
127.34,257678,9395,4.0,Hotel,1,2016-08-14,2016-10-05,2016-10-06,52,1,Sunday,3
45.82,2325228,9395,2.0,Serviced Apartment,1,2016-08-14,2016-10-05,2016-10-06,52,1,Sunday,3
24.94,596314,9395,1.5,Guest House / Bed & Breakfast,1,2016-08-14,2016-10-07,2016-10-08,54,1,Sunday,3
62.72,363556,9395,3.0,Hotel,1,2016-08-14,2016-10-02,2016-10-03,49,1,Sunday,3
40.84,197996,9395,3.5,Hotel,1,2016-08-14,2016-10-08,2016-10-09,55,1,Sunday,3
53.52,197996,9395,3.5,Hotel,1,2016-08-14,2016-10-02,2016-10-03,49,1,Sunday,3
79.26,297388,9395,2.5,Hotel,1,2016-08-14,2016-10-13,2016-10-16,60,3,Sunday,3
48.9,551778,9395,2.0,Hotel,1,2016-08-15,2016-10-01,2016-10-02,47,1,Monday,3
134.64,150994,9395,3.0,Hotel,1,2016-08-15,2016-10-06,2016-10-07,52,1,Monday,3
141.68,179404,9395,3.5,Hotel,0,2016-08-15,2016-10-01,2016-10-04,47,3,Monday,3
104.78,21272,9395,4.0,Hotel,1,2016-08-15,2016-10-10,2016-10-11,56,1,Monday,3
85.5,577502,9395,3.5,Hotel,1,2016-08-15,2016-10-02,2016-10-04,48,2,Monday,3
237.15,475584,9395,5.0,Hotel,0,2016-08-15,2016-10-13,2016-10-15,59,2,Monday,3
83.18,331350,9395,3.0,Hotel,1,2016-08-15,2016-10-04,2016-10-06,50,2,Monday,3
79.62,297388,9395,2.5,Hotel,1,2016-08-16,2016-10-02,2016-10-04,47,2,Tuesday,3
155.84,216914,9395,3.0,Hotel,1,2016-08-16,2016-10-15,2016-10-17,60,2,Tuesday,3
54.58,216914,9395,3.0,Hotel,1,2016-08-16,2016-10-14,2016-10-15,59,1,Tuesday,3
72.04,216914,9395,3.0,Hotel,1,2016-08-16,2016-10-06,2016-10-08,51,2,Tuesday,3
168.44,96982,9395,4.0,Hotel,0,2016-08-17,2016-10-14,2016-10-15,58,1,Wednesday,3
58.34,197996,9395,3.5,Hotel,1,2016-08-17,2016-10-03,2016-10-05,47,2,Wednesday,3
78.1,920882,9395,3.0,Guest House / Bed & Breakfast,1,2016-08-17,2016-10-07,2016-10-09,51,2,Wednesday,3
76.86,298322,9395,3.0,Hotel,1,2016-08-17,2016-10-01,2016-10-03,45,2,Wednesday,3
54.86,197996,9395,3.5,Hotel,1,2016-08-17,2016-10-10,2016-10-11,54,1,Wednesday,3
109.12,309680,9395,3.0,Hotel,0,2016-08-17,2016-10-11,2016-10-12,55,1,Wednesday,3
92.8,331350,9395,3.0,Hotel,1,2016-08-17,2016-10-14,2016-10-17,58,3,Wednesday,3
176.86,180880,9395,4.0,Hotel,1,2016-08-17,2016-10-13,2016-10-14,57,1,Wednesday,3
51.48,197996,9395,3.5,Hotel,1,2016-08-17,2016-10-02,2016-10-04,46,2,Wednesday,3
144.46,866630,9395,3.5,Serviced Apartment,1,2016-08-17,2016-10-02,2016-10-04,46,2,Wednesday,3
47.06,1930960,9395,3.0,Hotel,1,2016-08-17,2016-10-02,2016-10-03,46,1,Wednesday,3
51.04,297388,9395,2.5,Hotel,1,2016-08-17,2016-10-07,2016-10-10,51,3,Wednesday,3
59.18,197996,9395,3.5,Hotel,1,2016-08-17,2016-10-03,2016-10-04,47,1,Wednesday,3
63.12,297388,9395,2.5,Hotel,1,2016-08-17,2016-10-06,2016-10-09,50,3,Wednesday,3
34.36,104332,9395,2.0,Hotel,0,2016-08-17,2016-10-05,2016-10-06,49,1,Wednesday,3
166.1,2313076,9395,5.0,Hotel,0,2016-08-17,2016-10-04,2016-10-06,48,2,Wednesday,3
128.46,373272,9395,4.5,Hotel,0,2016-08-17,2016-10-09,2016-10-11,53,2,Wednesday,3
139.2,21272,9395,4.0,Hotel,1,2016-08-17,2016-10-07,2016-10-10,51,3,Wednesday,3
216.92,180052,9395,5.0,Hotel,0,2016-08-18,2016-10-07,2016-10-08,50,1,Thursday,3
48.22,197996,9395,3.5,Hotel,1,2016-08-18,2016-10-17,2016-10-18,60,1,Thursday,3
86.42,152820,9395,4.0,Hotel,1,2016-08-18,2016-10-01,2016-10-02,44,1,Thursday,3
211.14,2313076,9395,5.0,Hotel,0,2016-08-18,2016-10-01,2016-10-04,44,3,Thursday,3
51.72,1930960,9395,3.0,Hotel,1,2016-08-18,2016-10-08,2016-10-09,51,1,Thursday,3
90.78,298322,9395,3.0,Hotel,1,2016-08-18,2016-10-09,2016-10-10,52,1,Thursday,3
82.82,782884,9395,3.0,Hotel,0,2016-08-19,2016-10-01,2016-10-03,43,2,Friday,3
18.85,889932,9395,2.0,Hostel,1,2016-08-19,2016-10-03,2016-10-06,45,3,Friday,3
118.36,1246920,9395,4.0,Hotel,1,2016-08-19,2016-10-10,2016-10-12,52,2,Friday,3
61.96,21378,9395,4.0,Hotel,1,2016-08-19,2016-10-16,2016-10-17,58,1,Friday,3
130.32,2278874,9395,4.0,Hotel,0,2016-08-19,2016-10-14,2016-10-16,56,2,Friday,3
124.96,298446,9395,4.0,Hotel,1,2016-08-19,2016-10-01,2016-10-03,43,2,Friday,3
41.06,197996,9395,3.5,Hotel,1,2016-08-19,2016-10-01,2016-10-02,43,1,Friday,3
107.6,21272,9395,4.0,Hotel,1,2016-08-19,2016-10-03,2016-10-06,45,3,Friday,3
54.28,475438,9395,3.0,Hotel,1,2016-08-19,2016-10-02,2016-10-03,44,1,Friday,3
309.32,96982,9395,4.0,Hotel,0,2016-08-19,2016-10-17,2016-10-19,59,2,Friday,3
343.68,96982,9395,4.0,Hotel,0,2016-08-19,2016-10-17,2016-10-20,59,3,Friday,3
186.56,1853178,9395,4.0,Hotel,1,2016-08-20,2016-10-09,2016-10-10,50,1,Saturday,3
57.6,461084,9395,3.0,Hotel,1,2016-08-20,2016-10-08,2016-10-10,49,2,Saturday,3
79.56,297388,9395,2.5,Hotel,1,2016-08-20,2016-10-01,2016-10-02,42,1,Saturday,3
56.7,924698,9395,3.0,Hotel,1,2016-08-20,2016-10-10,2016-10-11,51,1,Saturday,3
115.22,587866,9395,4.0,Serviced Apartment,1,2016-08-20,2016-10-06,2016-10-09,47,3,Saturday,3
50.48,1913862,9395,3.0,Guest House / Bed & Breakfast,1,2016-08-20,2016-10-09,2016-10-10,50,1,Saturday,3
107.4,21272,9395,4.0,Hotel,1,2016-08-20,2016-10-06,2016-10-07,47,1,Saturday,3
127.06,2240838,9395,3.5,Hotel,1,2016-08-20,2016-10-13,2016-10-15,54,2,Saturday,3
118.56,21418,9395,4.0,Hotel,0,2016-08-20,2016-10-01,2016-10-04,42,3,Saturday,3
457.36,96982,9395,4.0,Hotel,0,2016-08-20,2016-10-07,2016-10-08,48,1,Saturday,3
94.58,21418,9395,4.0,Hotel,0,2016-08-20,2016-10-11,2016-10-12,52,1,Saturday,3
58.41,198004,9395,3.0,Hotel,1,2016-08-20,2016-10-09,2016-10-12,50,3,Saturday,3
95.54,21418,9395,4.0,Hotel,0,2016-08-20,2016-10-01,2016-10-04,42,3,Saturday,3
95.54,21418,9395,4.0,Hotel,0,2016-08-20,2016-10-01,2016-10-04,42,3,Saturday,3
106.44,866630,9395,3.5,Serviced Apartment,1,2016-08-20,2016-10-12,2016-10-13,53,1,Saturday,3
6.8,582528,9395,2.0,Hotel,1,2016-08-21,2016-10-11,2016-10-13,51,2,Sunday,3
400.2,96982,9395,4.0,Hotel,0,2016-08-21,2016-10-09,2016-10-11,49,2,Sunday,3
46.02,197996,9395,3.5,Hotel,1,2016-08-21,2016-10-05,2016-10-06,45,1,Sunday,3
53.72,197996,9395,3.5,Hotel,1,2016-08-21,2016-10-08,2016-10-09,48,1,Sunday,3
44.16,197996,9395,3.5,Hotel,1,2016-08-21,2016-10-01,2016-10-02,41,1,Sunday,3
58.41,198004,9395,3.0,Hotel,1,2016-08-21,2016-10-10,2016-10-13,50,3,Sunday,3
45.1,197996,9395,3.5,Hotel,1,2016-08-21,2016-10-20,2016-10-23,60,3,Sunday,3
90.96,298322,9395,3.0,Hotel,1,2016-08-21,2016-10-18,2016-10-20,58,2,Sunday,3
155.16,1991354,9395,4.0,Serviced Apartment,1,2016-08-21,2016-10-01,2016-10-02,41,1,Sunday,3
170.04,1853178,9395,4.0,Hotel,1,2016-08-21,2016-10-08,2016-10-09,48,1,Sunday,3
74.32,119996,9395,3.0,Hotel,1,2016-08-21,2016-10-09,2016-10-12,49,3,Sunday,3
74.32,119996,9395,3.0,Hotel,1,2016-08-21,2016-10-15,2016-10-17,55,2,Sunday,3
75.08,297388,9395,2.5,Hotel,1,2016-08-21,2016-10-15,2016-10-17,55,2,Sunday,3
102.9,348814,9395,3.5,Hotel,1,2016-08-21,2016-10-08,2016-10-09,48,1,Sunday,3
110.72,21272,9395,4.0,Hotel,1,2016-08-21,2016-10-14,2016-10-15,54,1,Sunday,3
87.78,297388,9395,2.5,Hotel,1,2016-08-21,2016-10-15,2016-10-17,55,2,Sunday,3
51.02,297388,9395,2.5,Hotel,1,2016-08-21,2016-10-15,2016-10-17,55,2,Sunday,3
109.06,21272,9395,4.0,Hotel,1,2016-08-21,2016-10-08,2016-10-10,48,2,Sunday,3
90.96,298322,9395,3.0,Hotel,1,2016-08-21,2016-10-18,2016-10-20,58,2,Sunday,3
128.91,257678,9395,4.0,Hotel,1,2016-08-21,2016-10-06,2016-10-09,46,3,Sunday,3
105.18,21272,9395,4.0,Hotel,1,2016-08-21,2016-10-11,2016-10-12,51,1,Sunday,3
228.98,217846,9395,4.5,Serviced Apartment,1,2016-08-21,2016-10-02,2016-10-05,42,3,Sunday,3
74.32,119996,9395,3.0,Hotel,1,2016-08-22,2016-10-15,2016-10-17,54,2,Monday,3
41.86,197996,9395,3.5,Hotel,1,2016-08-22,2016-10-12,2016-10-13,51,1,Monday,3
52.12,461084,9395,3.0,Hotel,1,2016-08-22,2016-10-04,2016-10-06,43,2,Monday,3
118.56,21418,9395,4.0,Hotel,0,2016-08-22,2016-10-21,2016-10-23,60,2,Monday,3
95.24,577502,9395,3.5,Hotel,1,2016-08-22,2016-10-08,2016-10-10,47,2,Monday,3
54.84,197996,9395,3.5,Hotel,1,2016-08-22,2016-10-12,2016-10-13,51,1,Monday,3
51.18,596878,9395,3.5,Hotel,0,2016-08-22,2016-10-08,2016-10-09,47,1,Monday,3
53.72,197996,9395,3.5,Hotel,1,2016-08-22,2016-10-01,2016-10-02,40,1,Monday,2
163.3,510678,9395,5.0,Hotel,1,2016-08-22,2016-10-21,2016-10-24,60,3,Monday,3
90.96,298322,9395,3.0,Hotel,1,2016-08-22,2016-10-15,2016-10-17,54,2,Monday,3
152.88,373272,9395,4.5,Hotel,0,2016-08-22,2016-10-13,2016-10-15,52,2,Monday,3
153.16,141282,9395,5.0,Hotel,0,2016-08-22,2016-10-11,2016-10-13,50,2,Monday,3
83.5,475894,9395,3.0,Serviced Apartment,1,2016-08-22,2016-10-15,2016-10-16,54,1,Monday,3
127.06,21272,9395,4.0,Hotel,1,2016-08-22,2016-10-08,2016-10-09,47,1,Monday,3
49.84,197996,9395,3.5,Hotel,1,2016-08-22,2016-10-01,2016-10-02,40,1,Monday,2
85.62,581660,9395,3.0,Hotel,1,2016-08-22,2016-10-07,2016-10-09,46,2,Monday,3
84.86,782884,9395,3.0,Hotel,0,2016-08-22,2016-10-07,2016-10-10,46,3,Monday,3
121.06,297388,9395,2.5,Hotel,1,2016-08-22,2016-10-13,2016-10-14,52,1,Monday,3
122.13,21294,9395,4.0,Hotel,0,2016-08-22,2016-10-14,2016-10-16,53,2,Monday,3
51.68,197996,9395,3.5,Hotel,1,2016-08-22,2016-10-12,2016-10-13,51,1,Monday,3
193.27,217846,9395,4.5,Serviced Apartment,1,2016-08-22,2016-10-08,2016-10-10,47,2,Monday,3
145.54,96982,9395,4.0,Hotel,0,2016-08-22,2016-10-21,2016-10-23,60,2,Monday,3
73.14,581660,9395,3.0,Hotel,1,2016-08-22,2016-10-03,2016-10-06,42,3,Monday,3
145.54,96982,9395,4.0,Hotel,0,2016-08-22,2016-10-07,2016-10-08,46,1,Monday,3
120.22,298446,9395,4.0,Hotel,1,2016-08-23,2016-10-11,2016-10-14,49,3,Tuesday,3
63.02,297388,9395,2.5,Hotel,1,2016-08-23,2016-10-12,2016-10-14,50,2,Tuesday,3
104.54,331350,9395,3.0,Hotel,1,2016-08-23,2016-10-02,2016-10-03,40,1,Tuesday,2
33.7,1605882,9395,2.0,Hostel,1,2016-08-23,2016-10-01,2016-10-02,39,1,Tuesday,2
86.06,782884,9395,3.0,Hotel,0,2016-08-23,2016-10-07,2016-10-10,45,3,Tuesday,3
97.06,577502,9395,3.5,Hotel,1,2016-08-23,2016-10-01,2016-10-03,39,2,Tuesday,2
107.26,21272,9395,4.0,Hotel,1,2016-08-23,2016-10-02,2016-10-04,40,2,Tuesday,2
187.38,180880,9395,4.0,Hotel,1,2016-08-23,2016-10-07,2016-10-09,45,2,Tuesday,3
54.32,197996,9395,3.5,Hotel,1,2016-08-23,2016-10-06,2016-10-07,44,1,Tuesday,3
136.44,179404,9395,3.5,Hotel,0,2016-08-23,2016-10-01,2016-10-04,39,3,Tuesday,2
121.62,21272,9395,4.0,Hotel,1,2016-08-23,2016-10-08,2016-10-10,46,2,Tuesday,3
71.04,474060,9395,3.0,Hotel,0,2016-08-23,2016-10-19,2016-10-21,57,2,Tuesday,3
136.76,21272,9395,4.0,Hotel,1,2016-08-23,2016-10-06,2016-10-07,44,1,Tuesday,3
53.64,297388,9395,2.5,Hotel,1,2016-08-23,2016-10-18,2016-10-21,56,3,Tuesday,3
131.16,373272,9395,4.5,Hotel,0,2016-08-24,2016-10-17,2016-10-19,54,2,Wednesday,3
90.98,298322,9395,3.0,Hotel,1,2016-08-24,2016-10-05,2016-10-07,42,2,Wednesday,3
180.94,2313076,9395,5.0,Hotel,0,2016-08-24,2016-10-13,2016-10-15,50,2,Wednesday,3
159.42,180880,9395,4.0,Hotel,1,2016-08-24,2016-10-16,2016-10-18,53,2,Wednesday,3
183.62,2313076,9395,5.0,Hotel,0,2016-08-24,2016-10-17,2016-10-18,54,1,Wednesday,3
234.57,509832,9395,5.0,Hotel,1,2016-08-24,2016-10-14,2016-10-17,51,3,Wednesday,3
70.72,782884,9395,3.0,Hotel,0,2016-08-24,2016-10-23,2016-10-25,60,2,Wednesday,3
56.78,197996,9395,3.5,Hotel,1,2016-08-24,2016-10-06,2016-10-07,43,1,Wednesday,3
89.0,577502,9395,3.5,Hotel,1,2016-08-24,2016-10-21,2016-10-24,58,3,Wednesday,3
127.58,824942,9395,3.5,Serviced Apartment,1,2016-08-24,2016-10-13,2016-10-14,50,1,Wednesday,3
69.54,475894,9395,3.0,Serviced Apartment,1,2016-08-24,2016-10-21,2016-10-24,58,3,Wednesday,3
127.58,824942,9395,3.5,Serviced Apartment,1,2016-08-24,2016-10-16,2016-10-17,53,1,Wednesday,3
141.76,824942,9395,3.5,Serviced Apartment,1,2016-08-24,2016-10-16,2016-10-17,53,1,Wednesday,3
55.11,819180,9395,2.5,Hotel,0,2016-08-24,2016-10-14,2016-10-17,51,3,Wednesday,3
59.32,601910,9395,3.5,Hotel,1,2016-08-24,2016-10-08,2016-10-09,45,1,Wednesday,3
116.94,21272,9395,4.0,Hotel,1,2016-08-24,2016-10-19,2016-10-21,56,2,Wednesday,3
172.41,2313076,9395,5.0,Hotel,0,2016-08-24,2016-10-09,2016-10-11,46,2,Wednesday,3
41.86,197996,9395,3.5,Hotel,1,2016-08-24,2016-10-03,2016-10-04,40,1,Wednesday,2
92.14,782884,9395,3.0,Hotel,0,2016-08-24,2016-10-16,2016-10-18,53,2,Wednesday,3
92.43,297388,9395,2.5,Hotel,1,2016-08-24,2016-10-15,2016-10-18,52,3,Wednesday,3
90.98,298322,9395,3.0,Hotel,1,2016-08-25,2016-10-13,2016-10-16,49,3,Thursday,3
68.68,866630,9395,3.5,Serviced Apartment,1,2016-08-25,2016-10-04,2016-10-07,40,3,Thursday,2
158.71,257678,9395,4.0,Hotel,1,2016-08-25,2016-10-10,2016-10-12,46,2,Thursday,3
144.04,96982,9395,4.0,Hotel,0,2016-08-25,2016-10-21,2016-10-23,57,2,Thursday,3
90.95,298322,9395,3.0,Hotel,1,2016-08-25,2016-10-22,2016-10-25,58,3,Thursday,3
168.22,148724,9395,4.0,Hotel,0,2016-08-25,2016-10-02,2016-10-04,38,2,Thursday,2
123.69,257678,9395,4.0,Hotel,1,2016-08-25,2016-10-05,2016-10-07,41,2,Thursday,3
121.95,257678,9395,4.0,Hotel,1,2016-08-25,2016-10-04,2016-10-07,40,3,Thursday,2
88.34,577502,9395,3.5,Hotel,1,2016-08-25,2016-10-20,2016-10-21,56,1,Thursday,3
105.16,21272,9395,4.0,Hotel,1,2016-08-25,2016-10-01,2016-10-03,37,2,Thursday,2
105.16,21272,9395,4.0,Hotel,1,2016-08-25,2016-10-01,2016-10-03,37,2,Thursday,2
257.08,510678,9395,5.0,Hotel,1,2016-08-25,2016-10-06,2016-10-09,42,3,Thursday,3
263.06,180052,9395,5.0,Hotel,0,2016-08-25,2016-10-04,2016-10-07,40,3,Thursday,2
50.88,197996,9395,3.5,Hotel,1,2016-08-25,2016-10-06,2016-10-07,42,1,Thursday,3
57.56,924698,9395,3.0,Hotel,1,2016-08-25,2016-10-16,2016-10-19,52,3,Thursday,3
51.82,1930960,9395,3.0,Hotel,1,2016-08-25,2016-10-05,2016-10-07,41,2,Thursday,3
44.16,197996,9395,3.5,Hotel,1,2016-08-25,2016-10-21,2016-10-22,57,1,Thursday,3
46.7,2325228,9395,2.0,Serviced Apartment,1,2016-08-25,2016-10-16,2016-10-17,52,1,Thursday,3
46.0,2325228,9395,2.0,Serviced Apartment,1,2016-08-25,2016-10-21,2016-10-22,57,1,Thursday,3
100.82,348814,9395,3.5,Hotel,1,2016-08-25,2016-10-11,2016-10-14,47,3,Thursday,3
127.04,824942,9395,3.5,Serviced Apartment,1,2016-08-25,2016-10-14,2016-10-15,50,1,Thursday,3
228.67,96982,9395,4.0,Hotel,0,2016-08-25,2016-10-13,2016-10-16,49,3,Thursday,3
132.84,21272,9395,4.0,Hotel,1,2016-08-25,2016-10-08,2016-10-10,44,2,Thursday,3
52.12,461084,9395,3.0,Hotel,1,2016-08-25,2016-10-11,2016-10-14,47,3,Thursday,3
165.66,96982,9395,4.0,Hotel,0,2016-08-25,2016-10-12,2016-10-15,48,3,Thursday,3
58.63,198004,9395,3.0,Hotel,1,2016-08-26,2016-10-17,2016-10-20,52,3,Friday,3
95.44,577502,9395,3.5,Hotel,1,2016-08-26,2016-10-09,2016-10-12,44,3,Friday,3
144.36,96982,9395,4.0,Hotel,0,2016-08-26,2016-10-01,2016-10-04,36,3,Friday,2
110.33,21272,9395,4.0,Hotel,1,2016-08-26,2016-10-08,2016-10-10,43,2,Friday,3
68.82,866630,9395,3.5,Serviced Apartment,1,2016-08-26,2016-10-05,2016-10-06,40,1,Friday,2
161.68,257678,9395,4.0,Hotel,1,2016-08-26,2016-10-14,2016-10-16,49,2,Friday,3
46.12,197996,9395,3.5,Hotel,1,2016-08-26,2016-10-08,2016-10-09,43,1,Friday,3
60.12,2314990,9395,2.5,Hostel,1,2016-08-26,2016-10-05,2016-10-08,40,3,Friday,2
131.4,373272,9395,4.5,Hotel,0,2016-08-26,2016-10-15,2016-10-18,50,3,Friday,3
154.54,148724,9395,4.0,Hotel,0,2016-08-26,2016-10-02,2016-10-04,37,2,Friday,2
362.56,2313076,9395,5.0,Hotel,0,2016-08-26,2016-10-16,2016-10-17,51,1,Friday,3
79.72,297388,9395,2.5,Hotel,1,2016-08-26,2016-10-06,2016-10-09,41,3,Friday,3
28.06,2386814,9395,2.0,Hostel,1,2016-08-26,2016-10-09,2016-10-11,44,2,Friday,3
66.8,373588,9395,3.0,Hotel,1,2016-08-26,2016-10-01,2016-10-02,36,1,Friday,2
95.94,309680,9395,3.0,Hotel,0,2016-08-26,2016-10-23,2016-10-25,58,2,Friday,3
46.1,2325228,9395,2.0,Serviced Apartment,1,2016-08-26,2016-10-13,2016-10-15,48,2,Friday,3
72.98,2386814,9395,2.0,Hostel,1,2016-08-26,2016-10-21,2016-10-22,56,1,Friday,3
46.8,2325228,9395,2.0,Serviced Apartment,1,2016-08-26,2016-10-22,2016-10-25,57,3,Friday,3
146.52,96982,9395,4.0,Hotel,0,2016-08-26,2016-10-03,2016-10-05,38,2,Friday,2
106.25,21418,9395,4.0,Hotel,0,2016-08-26,2016-10-23,2016-10-26,58,3,Friday,3
154.94,1853178,9395,4.0,Hotel,1,2016-08-26,2016-10-05,2016-10-06,40,1,Friday,2
